Date,Open,High,Low,Close,Adj Close,Volume
2018-01-17,28884.570313,29093.050781,28811.609375,29047.160156,29047.160156,0
2018-01-18,29040.339844,29066.300781,28941.849609,28984.769531,28984.769531,0
2018-01-19,29023.570313,29152.189453,29002.869141,29152.189453,29152.189453,0
2018-01-22,29147.990234,29392.669922,29141.429688,29392.669922,29392.669922,0
2018-01-23,29404.000000,29492.150391,29365.339844,29472.980469,29472.980469,0
2018-01-24,29544.900391,29604.119141,29306.439453,29434.660156,29434.660156,0
2018-01-25,29429.070313,29548.990234,29361.929688,29450.830078,29450.830078,0
2018-01-26,29537.550781,29760.599609,29510.580078,29760.589844,29760.589844,0
2018-01-29,29693.000000,29732.699219,29533.650391,29551.089844,29551.089844,0
2018-01-30,29324.759766,29397.410156,29211.119141,29254.839844,29254.839844,0
2018-01-31,29350.519531,29414.759766,29133.880859,29237.480469,29237.480469,0
2018-02-01,29148.130859,29356.750000,29137.759766,29228.470703,29228.470703,0
2018-02-02,29064.560547,29077.060547,28606.289063,28616.359375,28616.359375,0
2018-02-05,28357.910156,28628.660156,27416.169922,27490.810547,27490.810547,0
2018-02-06,27056.869141,27996.000000,26912.890625,27930.839844,27930.839844,0
2018-02-07,27929.320313,28251.490234,27824.119141,27824.859375,27824.859375,0
2018-02-08,27872.529297,27872.529297,26819.560547,26822.109375,26822.109375,0
2018-02-09,27077.500000,27348.330078,26293.619141,27159.390625,27159.390625,0
2018-02-12,27353.890625,27690.779297,27167.529297,27526.609375,27526.609375,0
2018-02-13,27393.150391,27663.089844,27352.539063,27607.759766,27607.759766,0
2018-02-14,27471.529297,28036.449219,27461.910156,28004.589844,28004.589844,0
2018-02-15,28181.859375,28332.429688,27914.509766,28331.169922,28331.169922,0
2018-02-16,28264.330078,28552.679688,28251.769531,28337.619141,28337.619141,0
2018-02-20,28249.490234,28415.720703,28097.720703,28187.630859,28187.630859,0
2018-02-21,28154.109375,28428.019531,27972.910156,27972.970703,27972.970703,0
2018-02-22,27969.470703,28257.339844,27930.419922,27980.300781,27980.300781,0
2018-02-23,28115.630859,28411.199219,28068.789063,28410.099609,28410.099609,0
2018-02-26,28518.720703,28720.810547,28447.199219,28709.439453,28709.439453,0
2018-02-27,28707.369141,28795.919922,28339.830078,28339.839844,28339.839844,0
2018-02-28,28534.089844,28591.800781,28116.009766,28117.019531,28117.019531,0
2018-03-01,28029.199219,28185.980469,27511.169922,27696.470703,27696.470703,0
2018-03-02,27499.140625,27922.400391,27396.230469,27879.390625,27879.390625,0
2018-03-05,27876.980469,28254.369141,27730.650391,28183.689453,28183.689453,0
2018-03-06,28280.019531,28305.019531,28095.339844,28284.609375,28284.609375,0
2018-03-07,28043.310547,28323.039063,28026.810547,28285.720703,28285.720703,0
2018-03-08,28366.330078,28420.320313,28243.960938,28404.199219,28404.199219,0
2018-03-09,28549.320313,28859.550781,28516.500000,28859.550781,28859.550781,0
2018-03-12,28915.689453,28976.589844,28809.630859,28863.880859,28863.880859,0
2018-03-13,28965.009766,29033.080078,28617.259766,28680.119141,28680.119141,0
2018-03-14,28770.210938,28794.910156,28486.730469,28528.519531,28528.519531,0
2018-03-15,28581.710938,28629.560547,28403.330078,28466.250000,28466.250000,0
2018-03-16,28509.199219,28628.089844,28509.199219,28545.179688,28545.179688,0
2018-03-19,28419.570313,28419.570313,27910.839844,28098.289063,28098.289063,0
2018-03-20,28184.669922,28258.679688,28115.960938,28189.800781,28189.800781,0
2018-03-21,28165.740234,28414.289063,28139.669922,28165.650391,28165.650391,0
2018-03-22,27886.410156,28012.619141,27468.210938,27476.910156,27476.910156,0
2018-03-23,27510.509766,27619.109375,26895.550781,26912.640625,26912.640625,0
2018-03-26,27270.140625,27630.730469,27045.230469,27605.570313,27605.570313,0
2018-03-27,27698.640625,27732.390625,26957.919922,27108.480469,27108.480469,0
2018-03-28,27108.880859,27293.400391,26913.970703,27037.060547,27037.060547,0
2018-03-29,27143.830078,27581.869141,27094.230469,27410.720703,27410.720703,0
2018-04-02,27307.630859,27372.419922,26532.769531,26794.310547,26794.310547,0
2018-04-03,26935.150391,27168.460938,26736.330078,27117.039063,27117.039063,0
2018-04-04,26788.789063,27469.730469,26707.050781,27420.689453,27420.689453,0
2018-04-05,27570.080078,27704.119141,27487.310547,27618.660156,27618.660156,0
2018-04-06,27426.960938,27577.419922,26866.490234,27049.449219,27049.449219,0
2018-04-09,27195.289063,27510.689453,27087.320313,27108.929688,27108.929688,0
2018-04-10,27427.640625,27656.890625,27365.679688,27570.759766,27570.759766,0
2018-04-11,27432.619141,27649.800781,27431.019531,27467.679688,27467.679688,0
2018-04-12,27573.300781,27763.679688,27573.300781,27658.820313,27658.820313,0
2018-04-13,27795.990234,27805.179688,27454.810547,27559.949219,27559.949219,0
2018-04-16,27699.169922,27879.460938,27642.179688,27797.109375,27797.109375,0
2018-04-17,27789.890625,28168.369141,27789.890625,28099.650391,28099.650391,0
2018-04-18,28156.960938,28236.269531,28094.279297,28141.519531,28141.519531,0
2018-04-19,28065.589844,28102.019531,27885.470703,27995.009766,27995.009766,0
2018-04-20,27988.269531,27996.820313,27688.230469,27775.400391,27775.400391,0
2018-04-23,27854.039063,27925.240234,27663.869141,27787.210938,27787.210938,0
2018-04-24,27872.000000,27909.130859,27246.669922,27421.160156,27421.160156,0
2018-04-25,27407.560547,27511.089844,27188.240234,27446.060547,27446.060547,0
2018-04-26,27590.429688,27815.890625,27531.919922,27721.929688,27721.929688,0
2018-04-27,27798.529297,27818.470703,27623.470703,27734.710938,27734.710938,0
2018-04-30,27732.029297,27866.400391,27520.919922,27520.949219,27520.949219,0
2018-05-01,27470.169922,27594.050781,27300.750000,27592.560547,27592.560547,0
2018-05-02,27573.820313,27673.990234,27387.929688,27422.880859,27422.880859,0
2018-05-03,27316.750000,27425.689453,27008.599609,27347.500000,27347.500000,0
2018-05-04,27260.650391,27780.789063,27209.820313,27699.070313,27699.070313,0
2018-05-07,27784.759766,27927.099609,27741.169922,27815.669922,27815.669922,0
2018-05-08,27782.949219,27860.400391,27669.039063,27828.599609,27828.599609,0
2018-05-09,27903.259766,28113.750000,27844.759766,28078.619141,28078.619141,0
2018-05-10,28147.349609,28355.570313,28145.199219,28309.830078,28309.830078,0
2018-05-11,28313.140625,28410.919922,28254.689453,28353.380859,28353.380859,0
2018-05-14,28426.490234,28496.349609,28319.269531,28362.029297,28362.029297,0
2018-05-15,28230.789063,28233.710938,28111.910156,28197.869141,28197.869141,0
2018-05-16,28200.250000,28380.330078,28200.250000,28322.990234,28322.990234,0
2018-05-17,28308.740234,28443.250000,28238.289063,28328.839844,28328.839844,0
2018-05-18,28296.080078,28327.009766,28232.140625,28266.589844,28266.589844,0
2018-05-21,28422.689453,28551.490234,28422.689453,28498.679688,28498.679688,0
2018-05-22,28528.089844,28555.080078,28338.679688,28360.039063,28360.039063,0
2018-05-23,28235.269531,28444.179688,28219.750000,28444.169922,28444.169922,0
2018-05-24,28401.160156,28426.960938,28189.099609,28391.119141,28391.119141,0
2018-05-25,28338.640625,28385.490234,28275.400391,28335.519531,28335.519531,0
2018-05-29,28170.710938,28244.570313,27925.759766,28057.789063,28057.789063,0
2018-05-30,28180.820313,28471.650391,28180.820313,28414.769531,28414.769531,0
2018-05-31,28371.980469,28400.619141,28176.369141,28218.460938,28218.460938,0
2018-06-01,28357.269531,28515.070313,28357.269531,28498.619141,28498.619141,0
2018-06-04,28597.960938,28662.669922,28567.169922,28654.259766,28654.259766,0
2018-06-05,28664.689453,28727.900391,28597.320313,28700.720703,28700.720703,0
2018-06-06,28759.019531,28935.169922,28697.490234,28935.169922,28935.169922,0
2018-06-07,28969.349609,29008.310547,28789.199219,28896.839844,28896.839844,0
2018-06-08,28847.470703,28989.800781,28836.140625,28987.279297,28987.279297,0
2018-06-11,29004.560547,29095.859375,29004.560547,29026.630859,29026.630859,0
2018-06-12,29067.470703,29138.539063,29015.359375,29098.019531,29098.019531,0
2018-06-13,29116.560547,29146.449219,28979.089844,28983.390625,28983.390625,0
2018-06-14,29062.679688,29118.810547,28990.880859,29065.849609,29065.849609,0
2018-06-15,28982.050781,29064.109375,28854.869141,29036.089844,29036.089844,0
2018-06-18,28861.740234,29029.310547,28817.669922,29021.330078,29021.330078,0
2018-06-19,28759.099609,28966.250000,28690.929688,28946.490234,28946.490234,0
2018-06-20,29042.500000,29092.380859,28974.210938,29024.900391,29024.900391,0
2018-06-21,29004.710938,29004.710938,28730.310547,28784.179688,28784.179688,0
2018-06-22,28938.009766,28939.859375,28809.929688,28827.679688,28827.679688,0
2018-06-25,28692.980469,28695.849609,28235.890625,28406.419922,28406.419922,0
2018-06-26,28463.050781,28584.509766,28391.320313,28494.210938,28494.210938,0
2018-06-27,28561.000000,28707.970703,28212.970703,28212.980469,28212.980469,0
2018-06-28,28190.740234,28448.880859,28111.890625,28370.080078,28370.080078,0
2018-06-29,28500.060547,28634.019531,28394.130859,28394.130859,28394.130859,0
2018-07-02,28229.529297,28483.470703,28198.050781,28481.949219,28481.949219,0
2018-07-03,28567.529297,28591.279297,28358.599609,28376.980469,28376.980469,0
2018-07-05,28530.539063,28628.019531,28404.970703,28621.509766,28621.509766,0
2018-07-06,28623.740234,28908.320313,28590.839844,28869.279297,28869.279297,0
2018-07-09,28977.119141,29113.619141,28967.859375,29111.710938,29111.710938,0
2018-07-10,29144.789063,29199.990234,29077.990234,29159.720703,29159.720703,0
2018-07-11,29012.369141,29116.619141,28951.349609,28983.660156,28983.660156,0
2018-07-12,29122.849609,29239.330078,29052.810547,29234.449219,29234.449219,0
2018-07-13,29212.849609,29309.490234,29169.410156,29261.380859,29261.380859,0
2018-07-16,29280.509766,29298.800781,29172.869141,29223.599609,29223.599609,0
2018-07-17,29126.820313,29384.240234,29126.820313,29340.410156,29340.410156,0
2018-07-18,29384.089844,29447.509766,29314.900391,29438.660156,29438.660156,0
2018-07-19,29337.419922,29399.789063,29254.689453,29326.269531,29326.269531,0
2018-07-20,29313.710938,29368.960938,29275.119141,29287.109375,29287.109375,0
2018-07-23,29291.570313,29381.169922,29244.619141,29363.210938,29363.210938,0
2018-07-24,29486.150391,29540.650391,29298.039063,29391.419922,29391.419922,0
2018-07-25,29364.949219,29651.509766,29364.849609,29635.699219,29635.699219,0
2018-07-26,29521.220703,29649.050781,29520.019531,29570.720703,29570.720703,0
2018-07-27,29619.980469,29620.679688,29218.880859,29321.740234,29321.740234,0
2018-07-30,29327.060547,29358.869141,29089.880859,29130.650391,29130.650391,0
2018-07-31,29207.460938,29380.080078,29182.779297,29295.750000,29295.750000,0
2018-08-01,29327.789063,29386.250000,29177.900391,29262.919922,29262.919922,0
2018-08-02,29118.369141,29477.269531,29111.689453,29454.939453,29454.939453,0
2018-08-03,29485.880859,29554.330078,29449.400391,29554.140625,29554.140625,0
2018-08-06,29552.750000,29712.359375,29525.839844,29689.150391,29689.150391,0
2018-08-07,29751.449219,29818.650391,29748.199219,29764.560547,29764.560547,0
2018-08-08,29749.179688,29806.869141,29700.699219,29759.250000,29759.250000,0
2018-08-09,29759.019531,29842.980469,29730.599609,29747.470703,29747.470703,0
2018-08-10,29594.419922,29664.029297,29506.089844,29566.849609,29566.849609,0
2018-08-13,29580.039063,29652.779297,29400.070313,29428.859375,29428.859375,0
2018-08-14,29501.000000,29671.369141,29497.609375,29639.890625,29639.890625,0
2018-08-15,29459.330078,29485.429688,29214.199219,29369.509766,29369.509766,0
2018-08-16,29541.279297,29713.619141,29540.470703,29610.050781,29610.050781,0
2018-08-17,29581.300781,29758.189453,29533.849609,29709.699219,29709.699219,0
2018-08-20,29748.919922,29833.990234,29726.189453,29807.230469,29807.230469,0
2018-08-21,29840.339844,29976.050781,29840.339844,29877.109375,29877.109375,0
2018-08-22,29854.699219,29932.599609,29820.199219,29889.960938,29889.960938,0
2018-08-23,29871.250000,29953.369141,29800.509766,29830.980469,29830.980469,0
2018-08-24,29891.029297,30030.609375,29891.029297,30014.720703,30014.720703,0
2018-08-27,30127.550781,30246.250000,30127.550781,30222.429688,30222.429688,0
2018-08-28,30250.119141,30271.169922,30149.039063,30201.929688,30201.929688,0
2018-08-29,30258.900391,30411.910156,30229.970703,30384.509766,30384.509766,0
2018-08-30,30330.660156,30373.529297,30205.589844,30257.050781,30257.050781,0
2018-08-31,30214.689453,30303.539063,30170.189453,30274.529297,30274.529297,0
2018-09-04,30224.240234,30266.099609,30097.539063,30226.710938,30226.710938,0
2018-09-05,30171.099609,30181.650391,29980.880859,30119.070313,30119.070313,0
2018-09-06,30119.099609,30156.500000,29890.509766,29990.089844,29990.089844,0
2018-09-07,29869.789063,30054.199219,29835.779297,29919.289063,29919.289063,0
2018-09-10,30021.279297,30069.750000,29970.750000,29991.330078,29991.330078,0
2018-09-11,29920.839844,30151.339844,29889.910156,30103.550781,30103.550781,0
2018-09-12,30096.849609,30155.140625,29988.130859,30117.060547,30117.060547,0
2018-09-13,30205.000000,30289.199219,30179.919922,30245.400391,30245.400391,0
2018-09-14,30267.720703,30316.150391,30179.750000,30275.519531,30275.519531,0
2018-09-17,30252.859375,30267.910156,30044.660156,30068.730469,30068.730469,0
2018-09-18,30091.269531,30292.259766,30091.269531,30226.390625,30226.390625,0
2018-09-19,30244.849609,30298.169922,30207.570313,30232.349609,30232.349609,0
2018-09-20,30361.310547,30500.429688,30359.140625,30462.289063,30462.289063,0
2018-09-21,30518.599609,30560.539063,30401.960938,30424.000000,30424.000000,0
2018-09-24,30342.400391,30368.130859,30245.669922,30313.359375,30313.359375,0
2018-09-25,30359.519531,30367.160156,30288.230469,30302.599609,30302.599609,0
2018-09-26,30316.230469,30438.759766,30154.240234,30171.919922,30171.919922,0
2018-09-27,30232.310547,30378.470703,30204.070313,30250.869141,30250.869141,0
2018-09-28,30194.849609,30326.800781,30189.320313,30259.820313,30259.820313,0
2018-10-01,30380.150391,30441.699219,30213.009766,30279.310547,30279.310547,0
2018-10-02,30301.269531,30355.679688,30217.259766,30255.009766,30255.009766,0
2018-10-03,30340.099609,30412.810547,30252.660156,30294.910156,30294.910156,0
2018-10-04,30227.550781,30227.550781,29845.240234,30005.699219,30005.699219,0
2018-10-05,30010.789063,30086.960938,29642.429688,29823.029297,29823.029297,0
2018-10-08,29760.669922,29851.199219,29560.529297,29788.140625,29788.140625,0
2018-10-09,29777.050781,29897.849609,29698.250000,29734.900391,29734.900391,0
2018-10-10,29734.330078,29734.330078,28767.480469,28767.480469,28767.480469,0
2018-10-11,28763.900391,28868.710938,28045.880859,28198.470703,28198.470703,0
2018-10-12,28596.669922,28686.029297,28187.599609,28568.929688,28568.929688,0
2018-10-15,28536.740234,28686.919922,28394.050781,28445.419922,28445.419922,0
2018-10-16,28625.929688,29112.429688,28596.710938,29082.400391,29082.400391,0
2018-10-17,29082.369141,29126.880859,28771.820313,29056.220703,29056.220703,0
2018-10-18,28978.539063,29014.660156,28492.060547,28622.130859,28622.130859,0
2018-10-19,28690.199219,28907.730469,28495.929688,28563.500000,28563.500000,0
2018-10-22,28614.089844,28675.550781,28381.800781,28447.550781,28447.550781,0
2018-10-23,28253.769531,28416.539063,27774.759766,28279.619141,28279.619141,0
2018-10-24,28264.669922,28303.269531,27349.029297,27378.970703,27378.970703,0
2018-10-25,27509.429688,28065.970703,27509.429688,27897.460938,27897.460938,0
2018-10-26,27897.589844,27897.589844,27094.300781,27427.140625,27427.140625,0
2018-10-29,27427.359375,27916.150391,26860.759766,27228.070313,27228.070313,0
2018-10-30,27197.240234,27694.740234,27167.669922,27669.640625,27669.640625,0
2018-10-31,27933.039063,28227.320313,27933.039063,27980.900391,27980.900391,0
2018-11-01,28043.960938,28346.849609,27975.359375,28333.060547,28333.060547,0
2018-11-02,28369.529297,28504.679688,27951.089844,28177.009766,28177.009766,0
2018-11-05,28219.490234,28364.779297,28098.099609,28302.140625,28302.140625,0
2018-11-06,28298.830078,28476.550781,28280.169922,28467.250000,28467.250000,0
2018-11-07,28466.750000,29062.539063,28466.750000,29051.699219,29051.699219,0
2018-11-08,29012.789063,29061.669922,28850.900391,28962.560547,28962.560547,0
2018-11-09,28874.769531,28874.769531,28490.119141,28668.119141,28668.119141,0
2018-11-12,28593.449219,28616.130859,28075.199219,28104.130859,28104.130859,0
2018-11-13,28164.400391,28403.630859,27996.869141,28061.179688,28061.179688,0
2018-11-14,28164.759766,28330.300781,27696.820313,27853.779297,27853.779297,0
2018-11-15,27825.580078,28203.640625,27564.730469,28158.859375,28158.859375,0
2018-11-16,28066.300781,28296.429688,27966.550781,28206.179688,28206.179688,0
2018-11-19,28142.630859,28173.730469,27615.759766,27702.310547,27702.310547,0
2018-11-20,27301.339844,27485.810547,27083.949219,27202.929688,27202.929688,0
2018-11-21,27202.929688,27547.789063,27202.929688,27345.480469,27345.480469,0
2018-11-23,27266.160156,27353.349609,27147.500000,27196.570313,27196.570313,0
2018-11-26,27318.339844,27629.039063,27318.339844,27618.789063,27618.789063,0
2018-11-27,27550.150391,27655.550781,27445.089844,27644.919922,27644.919922,0
2018-11-28,27730.880859,28294.250000,27654.660156,28293.099609,28293.099609,0
2018-11-29,28293.099609,28400.859375,28072.800781,28234.279297,28234.279297,0
2018-11-30,28234.279297,28461.769531,28188.630859,28448.869141,28448.869141,0
2018-12-03,28657.759766,28868.929688,28580.240234,28768.570313,28768.570313,0
2018-12-04,28768.570313,28768.570313,27771.080078,27796.929688,27796.929688,0
2018-12-06,27594.619141,27775.980469,27016.640625,27775.789063,27775.789063,0
2018-12-07,27743.919922,27915.460938,27040.859375,27143.859375,27143.859375,0
2018-12-10,27111.089844,27255.310547,26652.580078,27160.109375,27160.109375,0
2018-12-11,27231.169922,27532.509766,26989.529297,27140.359375,27140.359375,0
2018-12-12,27245.050781,27645.769531,27245.050781,27302.519531,27302.519531,0
2018-12-13,27302.519531,27465.849609,27120.589844,27240.019531,27240.019531,0
2018-12-14,27018.849609,27098.019531,26687.480469,26749.339844,26749.339844,0
2018-12-17,26749.269531,26754.419922,26014.839844,26160.160156,26160.160156,0
2018-12-18,26169.339844,26459.570313,25997.570313,26158.230469,26158.230469,0
2018-12-19,26158.660156,26525.410156,25584.960938,25752.599609,25752.599609,0
2018-12-20,25752.500000,25775.880859,25063.359375,25333.390625,25333.390625,0
2018-12-21,25322.119141,25677.439453,24715.439453,24792.949219,24792.949219,0
2018-12-24,24686.029297,24718.750000,24151.189453,24151.429688,24151.429688,0
2018-12-26,24229.060547,25367.539063,24129.490234,25366.849609,25366.849609,0
2018-12-27,25249.480469,25551.730469,24642.330078,25551.630859,25551.630859,0
2018-12-28,25601.820313,25885.240234,25393.929688,25541.169922,25541.169922,0
2018-12-31,25666.699219,25765.169922,25481.240234,25749.720703,25749.720703,0
2019-01-02,25585.300781,25882.580078,25336.240234,25794.720703,25794.720703,0
2019-01-03,25663.859375,25663.859375,25180.080078,25200.509766,25200.509766,0
2019-01-04,25346.939453,26144.070313,25346.939453,26080.800781,26080.800781,0
2019-01-07,26123.119141,26491.769531,26048.539063,26331.380859,26331.380859,0
2019-01-08,26430.750000,26637.529297,26314.019531,26613.789063,26613.789063,0
2019-01-09,26649.080078,26822.919922,26578.810547,26741.410156,26741.410156,0
2019-01-10,26678.539063,26862.669922,26497.660156,26853.720703,26853.720703,0
2019-01-11,26798.000000,26855.230469,26666.009766,26855.230469,26855.230469,0
2019-01-14,26755.300781,26781.019531,26591.039063,26697.689453,26697.689453,0
2019-01-15,26715.480469,26998.699219,26715.480469,26979.599609,26979.599609,0
2019-01-16,26988.160156,27152.080078,26988.160156,27059.560547,27059.560547,0
2019-01-17,27019.019531,27361.929688,26960.580078,27266.449219,27266.449219,0
2019-01-18,27377.210938,27670.070313,27377.210938,27617.279297,27617.279297,0
2019-01-22,27615.230469,27615.230469,27062.919922,27214.480469,27214.480469,0
2019-01-23,27214.560547,27421.179688,27001.880859,27256.949219,27256.949219,0
2019-01-24,27259.359375,27359.949219,27168.439453,27323.830078,27323.830078,0
2019-01-25,27343.300781,27631.640625,27343.300781,27580.240234,27580.240234,0
2019-01-28,27528.939453,27528.939453,27190.359375,27384.119141,27384.119141,0
2019-01-29,27379.750000,27450.279297,27252.900391,27336.810547,27336.810547,0
2019-01-30,27336.169922,27836.349609,27336.169922,27741.539063,27741.539063,0
2019-01-31,27741.449219,28042.369141,27741.449219,27992.410156,27992.410156,0
2019-02-01,27992.150391,28108.539063,27926.169922,28026.699219,28026.699219,0
2019-02-04,28028.589844,28232.810547,27958.699219,28232.810547,28232.810547,0
2019-02-05,28232.810547,28376.080078,28225.259766,28362.589844,28362.589844,0
2019-02-06,28360.650391,28368.060547,28213.410156,28292.560547,28292.560547,0
2019-02-07,28136.369141,28169.869141,27840.580078,28038.619141,28038.619141,0
2019-02-08,28038.619141,28056.800781,27792.140625,28056.580078,28056.580078,0
2019-02-11,28097.720703,28162.599609,28036.970703,28103.919922,28103.919922,0
2019-02-12,28103.919922,28491.730469,28103.919922,28462.490234,28462.490234,0
2019-02-13,28462.490234,28625.539063,28462.490234,28548.529297,28548.529297,0
2019-02-14,28514.300781,28614.769531,28330.699219,28493.259766,28493.259766,0
2019-02-15,28552.500000,28804.759766,28552.500000,28804.289063,28804.289063,0
2019-02-19,28804.289063,28940.210938,28723.699219,28862.429688,28862.429688,0
2019-02-20,28853.800781,28953.009766,28800.330078,28905.490234,28905.490234,0
2019-02-21,28879.589844,28879.589844,28696.109375,28799.300781,28799.300781,0
2019-02-22,28831.910156,28993.259766,28831.910156,28986.289063,28986.289063,0
2019-02-25,29034.089844,29205.230469,29011.939453,29021.310547,29021.310547,0
2019-02-26,29004.240234,29066.589844,28943.880859,28970.369141,28970.369141,0
2019-02-27,28932.859375,29016.960938,28807.419922,28990.720703,28990.720703,0
2019-02-28,28968.730469,29003.810547,28885.730469,28903.300781,28903.300781,0
2019-03-01,28974.570313,29142.890625,28923.289063,29102.589844,29102.589844,0
2019-03-04,29192.519531,29230.880859,28706.429688,28963.169922,28963.169922,0
2019-03-05,28972.470703,28991.400391,28851.570313,28923.109375,28923.109375,0
2019-03-06,28929.119141,28929.119141,28666.300781,28686.550781,28686.550781,0
2019-03-07,28683.189453,28683.189453,28372.519531,28463.000000,28463.000000,0
2019-03-08,28377.050781,28412.250000,28194.830078,28402.189453,28402.189453,0
2019-03-11,28435.669922,28830.519531,28435.669922,28828.740234,28828.740234,0
2019-03-12,28828.740234,28974.800781,28828.740234,28905.089844,28905.089844,0
2019-03-13,28950.199219,29199.449219,28950.199219,29095.580078,29095.580078,0
2019-03-14,29095.580078,29128.390625,29019.419922,29064.429688,29064.429688,0
2019-03-15,29097.349609,29286.810547,29097.349609,29193.750000,29193.750000,0
2019-03-18,29193.750000,29354.339844,29188.419922,29322.710938,29322.710938,0
2019-03-19,29322.710938,29500.539063,29215.119141,29297.550781,29297.550781,0
2019-03-20,29295.640625,29412.519531,29071.220703,29200.550781,29200.550781,0
2019-03-21,29129.410156,29579.650391,29113.349609,29530.240234,29530.240234,0
2019-03-22,29461.179688,29461.179688,28909.470703,28909.550781,28909.550781,0
2019-03-25,28909.550781,29011.769531,28736.529297,28891.560547,28891.560547,0
2019-03-26,28943.009766,29228.550781,28943.009766,29110.699219,29110.699219,0
2019-03-27,29127.300781,29180.289063,28775.300781,28967.789063,28967.789063,0
2019-03-28,28989.839844,29119.970703,28900.710938,29083.830078,29083.830078,0
2019-03-29,29169.039063,29284.019531,29133.509766,29266.910156,29266.910156,0
2019-04-01,29266.910156,29625.650391,29266.910156,29607.429688,29607.429688,0
2019-04-02,29607.429688,29607.640625,29466.810547,29565.169922,29565.169922,0
2019-04-03,29565.169922,29803.169922,29565.169922,29680.519531,29680.519531,0
2019-04-04,29680.519531,29755.359375,29589.419922,29727.230469,29727.230469,0
2019-04-05,29745.839844,29891.769531,29745.839844,29887.039063,29887.039063,0
2019-04-08,29871.859375,29908.929688,29751.369141,29908.900391,29908.900391,0
2019-04-09,29908.900391,29908.900391,29667.810547,29710.980469,29710.980469,0
2019-04-10,29711.669922,29872.380859,29711.669922,29860.769531,29860.769531,0
2019-04-11,29873.160156,29909.419922,29800.679688,29866.009766,29866.009766,0
2019-04-12,29978.349609,30086.070313,29961.369141,30059.939453,30059.939453,0
2019-04-15,30057.589844,30082.980469,29939.810547,30030.550781,30030.550781,0
2019-04-16,30030.550781,30137.070313,29983.019531,30047.660156,30047.660156,0
2019-04-17,30085.439453,30154.439453,29889.470703,29943.640625,29943.640625,0
2019-04-18,29947.929688,30010.929688,29839.900391,29981.130859,29981.130859,0
2019-04-22,29957.220703,30023.279297,29896.160156,30010.029297,30010.029297,0
2019-04-23,30010.650391,30323.789063,30010.650391,30300.710938,30300.710938,0
2019-04-24,30300.970703,30344.580078,30228.890625,30247.300781,30247.300781,0
2019-04-25,30234.269531,30282.539063,30068.939453,30208.630859,30208.630859,0
2019-04-26,30175.750000,30371.279297,30138.710938,30371.119141,30371.119141,0
2019-04-29,30367.949219,30483.169922,30367.439453,30415.550781,30415.550781,0
2019-04-30,30336.169922,30429.189453,30188.439453,30410.019531,30410.019531,0
2019-05-01,30463.730469,30490.070313,30179.589844,30181.000000,30181.000000,0
2019-05-02,30177.130859,30265.830078,29933.630859,30127.500000,30127.500000,0
2019-05-03,30187.390625,30468.140625,30187.390625,30460.589844,30460.589844,0
2019-05-06,30131.470703,30394.140625,29968.050781,30343.699219,30343.699219,0
2019-05-07,30215.240234,30215.240234,29621.630859,29837.119141,29837.119141,0
2019-05-08,29837.119141,29968.609375,29733.000000,29779.390625,29779.390625,0
2019-05-09,29779.390625,29779.390625,29323.080078,29694.400391,29694.400391,0
2019-05-10,29660.529297,29892.669922,29236.279297,29801.599609,29801.599609,0
2019-05-13,29801.599609,29801.599609,28944.080078,29041.400391,29041.400391,0
2019-05-14,29086.269531,29468.400391,29083.449219,29299.990234,29299.990234,0
2019-05-15,29203.689453,29540.980469,29100.259766,29471.339844,29471.339844,0
2019-05-16,29527.789063,29893.269531,29527.789063,29729.880859,29729.880859,0
2019-05-17,29593.509766,29807.509766,29490.060547,29521.599609,29521.599609,0
2019-05-20,29521.609375,29521.609375,29229.539063,29318.080078,29318.080078,0
2019-05-21,29318.029297,29630.449219,29318.029297,29586.849609,29586.849609,0
2019-05-22,29586.849609,29586.849609,29422.509766,29476.820313,29476.820313,0
2019-05-23,29476.820313,29476.820313,28916.429688,29081.570313,29081.570313,0
2019-05-24,29083.490234,29290.849609,29072.839844,29147.589844,29147.589844,0
2019-05-28,29147.609375,29299.359375,28913.660156,28918.919922,28918.919922,0
2019-05-29,28918.919922,28918.919922,28533.949219,28710.150391,28710.150391,0
2019-05-30,28710.150391,28873.060547,28625.820313,28748.310547,28748.310547,0
2019-05-31,28748.310547,28748.310547,28338.289063,28369.390625,28369.390625,0
2019-06-03,28369.390625,28456.759766,28107.060547,28258.679688,28258.679688,0
2019-06-04,28258.679688,28909.769531,28258.679688,28904.919922,28904.919922,0
2019-06-05,29039.269531,29106.669922,28835.810547,29101.189453,29101.189453,0
2019-06-06,29101.189453,29330.939453,29037.720703,29249.820313,29249.820313,0
2019-06-07,29249.820313,29655.990234,29249.820313,29545.539063,29545.539063,0
2019-06-10,29545.539063,29897.630859,29545.539063,29698.699219,29698.699219,0
2019-06-11,29698.699219,29938.220703,29597.410156,29674.550781,29674.550781,0
2019-06-12,29674.550781,29700.150391,29561.910156,29622.089844,29622.089844,0
2019-06-13,29622.089844,29787.589844,29622.089844,29763.599609,29763.599609,0
2019-06-14,29724.650391,29759.449219,29620.160156,29684.750000,29684.750000,0
2019-06-17,29684.750000,29811.599609,29684.750000,29735.380859,29735.380859,0
2019-06-18,29735.380859,30172.019531,29735.380859,30028.669922,30028.669922,0
2019-06-19,30028.669922,30176.169922,29984.699219,30128.960938,30128.960938,0
